"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"2663","4",26,"far above average","east north central","in a suburb near a large city","86.5","86.59999999999999","four","both own mother and father",26,4,86.5,86.6
"2664","1",61,"far above average","east north central","in a suburb near a large city","65.3","67.7","three","both own mother and father",61,1,65.3,67.7
"2667","4",66,"above average","east north central","in a suburb near a large city","67.7","iap","none","both own mother and father",66,4,67.7,NA
"2668","0",83,"above average","east north central","in a small city or town (under 50,000)","92.8","iap","none","both own mother and father",83,0,92.8,NA
"2669","1",20,"above average","east north central","in a small city or town (under 50,000)","56.9","38.8","four","both own mother and father",20,1,56.9,38.8
"2670","1",77,"far above average","middle atlantic","in a large city (over 250,000)","87.59999999999999","59.1","four","both own mother and father",77,1,87.6,59.1
"2671","3",54,"average","east north central","farm","27.2","26.8","four","both own mother and father",54,3,27.2,26.8
"2672","2",36,"above average","east north central","in a small city or town (under 50,000)","73.59999999999999","84.2","two","both own mother and father",36,2,73.6,84.2
"2673","5",68,"average","east north central","in a small city or town (under 50,000)","23.3","23.3","none","both own mother and father",68,5,23.3,23.3
"2674","6",62,"average","east north central","in open country but not on a farm","32","iap","none","both own mother and father",62,6,32,NA
"2675","0",70,"below average","east north central","in a small city or town (under 50,000)","62","39.7","none","both own mother and father",70,0,62,39.7
"2676","2",42,"above average","east north central","in a medium-size city (50,000-250,000)","32","19.6","none","both own mother and father",42,2,32,19.6
"2678","0",43,"average","east north central","in a small city or town (under 50,000)","52.5","84.5","two","both own mother and father",43,0,52.5,84.5
"2679","4",27,"average","east north central","in a small city or town (under 50,000)","43","18.8","none","both own mother and father",27,4,43,18.8
"2684","0",68,"average","east north central","in a medium-size city (50,000-250,000)","84.5","iap","none","both own mother and father",68,0,84.5,NA
"2685","1",33,"average","east north central","in a small city or town (under 50,000)","14","12.6","none","both own mother and father",33,1,14,12.6
"2686","2",45,"average","east north central","in open country but not on a farm","52.5","14","none","both own mother and father",45,2,52.5,14
"2687","3",65,"below average","east north central","in open country but not on a farm","38.1","38.1","iap","both own mother and father",65,3,38.1,38.1
"2688","1",36,"above average","east north central","in a small city or town (under 50,000)","68.59999999999999","84","none","both own mother and father",36,1,68.6,84
"2689","1",55,"above average","east north central","in a small city or town (under 50,000)","26.8","26.8","none","both own mother and father",55,1,26.8,26.8
"2692","3",60,"average","east north central","in a small city or town (under 50,000)","42.8","iap","none","both own mother and father",60,3,42.8,NA
"2693","1",69,"average","east north central","in a small city or town (under 50,000)","27.1","14","none","both own mother and father",69,1,27.1,14
"2694","3",78,"average","east north central","in a small city or town (under 50,000)","iap","iap","none","both own mother and father",78,3,NA,NA
"2698","3",68,"average","east north central","in a small city or town (under 50,000)","67.7","21.6","none","both own mother and father",68,3,67.7,21.6
"2700","2",23,"far below average","east north central","in a medium-size city (50,000-250,000)","iap","12.6","iap","both own mother and father",23,2,NA,12.6
"2702","2",87,"far above average","east south atlantic","in a small city or town (under 50,000)","26.8","39.7","none","both own mother and father",87,2,26.8,39.7
"2703","1",68,"average","new england","in a small city or town (under 50,000)","58.4","38.8","none","both own mother and father",68,1,58.4,38.8
"2707","1",42,"below average","east north central","in a small city or town (under 50,000)","27.4","46.5","none","both own mother and father",42,1,27.4,46.5
"2709","2",61,"average","east north central","in a medium-size city (50,000-250,000)","25.1","12.6","none","both own mother and father",61,2,25.1,12.6
"2710","5",73,"below average","east north central","in a small city or town (under 50,000)","28.7","13.2","none","both own mother and father",73,5,28.7,13.2
"2711","1",42,"above average","pacific","in a small city or town (under 50,000)","85.2","iap","none","both own mother and father",42,1,85.2,NA
"2712","2",51,"average","east north central","in a small city or town (under 50,000)","26.8","21.6","none","both own mother and father",51,2,26.8,21.6
"2713","1",61,"average","west north central","in a medium-size city (50,000-250,000)","75.5","38.3","none","both own mother and father",61,1,75.5,38.3
"2714","4",75,"average","east north central","in a medium-size city (50,000-250,000)","28.1","38.1","two","both own mother and father",75,4,28.1,38.1
"2715","1",75,"below average","east north central","in open country but not on a farm","39.9","13.6","none","both own mother and father",75,1,39.9,13.6
"2716","6",66,"below average","east north central","in open country but not on a farm","25","39.7","none","both own mother and father",66,6,25,39.7
"2718","11",26,"far below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",26,11,14,NA
"2722","7",80,"below average","east north central","in open country but not on a farm","32","iap","none","both own mother and father",80,7,32,NA
"2723","2",79,"average","east north central","in open country but not on a farm","23.3","26.8","none","both own mother and father",79,2,23.3,26.8
"2724","5",39,"far below average","foreign","in a large city (over 250,000)","25.2","iap","three","both own mother and father",39,5,25.2,NA
"2725","2",70,"average","east north central","in a medium-size city (50,000-250,000)","46.5","iap","none","both own mother and father",70,2,46.5,NA
"2726","2",75,"average","east north central","in a small city or town (under 50,000)","38.8","iap","two","both own mother and father",75,2,38.8,NA
"2727","2",40,"above average","pacific","in a small city or town (under 50,000)","26.5","57.4","iap","both own mother and father",40,2,26.5,57.4
"2728","2",60,"average","east north central","in a small city or town (under 50,000)","26.8","15.8","none","both own mother and father",60,2,26.8,15.8
"2729","2",72,"average","east north central","farm","39.9","iap","none","both own mother and father",72,2,39.9,NA
"2731","1",84,"average","east north central","in open country but not on a farm","37.6","38.8","two","both own mother and father",84,1,37.6,38.8
"2732","3",64,"average","east north central","farm","27.6","71.7","none","both own mother and father",64,3,27.6,71.7
"2733","1",48,"below average","east north central","in open country but not on a farm","26.8","38.8","none","both own mother and father",48,1,26.8,38.8
"2734","4",84,"average","east north central","in a small city or town (under 50,000)","43","82.5","iap","both own mother and father",84,4,43,82.5
"2735","9",77,"average","east north central","in open country but not on a farm","42.8","iap","one","both own mother and father",77,9,42.8,NA
"2736","3",67,"average","east north central","in a small city or town (under 50,000)","52.4","58.2","none","both own mother and father",67,3,52.4,58.2
"2737","2",53,"average","east north central","in a small city or town (under 50,000)","32","25.7","none","both own mother and father",53,2,32,25.7
"2739","1",37,"average","east north central","in a small city or town (under 50,000)","71.7","80.90000000000001","iap","both own mother and father",37,1,71.7,80.9
"2740","1",59,"average","foreign","in a large city (over 250,000)","52.3","26.5","four","both own mother and father",59,1,52.3,26.5
"2741","3",63,"average","east north central","in a medium-size city (50,000-250,000)","62.7","19.6","iap","both own mother and father",63,3,62.7,19.6
"2745","1",61,"below average","east north central","in a suburb near a large city","60.1","80.90000000000001","three","both own mother and father",61,1,60.1,80.9
"2748","4",71,"below average","east north central","in a small city or town (under 50,000)","46.6","13.6","one","both own mother and father",71,4,46.6,13.6
"2749","4",74,"average","west north central","in a small city or town (under 50,000)","56.9","iap","none","both own mother and father",74,4,56.9,NA
"2750","2",42,"average","east north central","in a medium-size city (50,000-250,000)","67.7","35.8","four","both own mother and father",42,2,67.7,35.8
"2753","5",66,"average","east north central","in a small city or town (under 50,000)","45.4","13.2","two","both own mother and father",66,5,45.4,13.2
"2754","4",59,"average","east north central","in a small city or town (under 50,000)","28.1","39.7","none","both own mother and father",59,4,28.1,39.7
"2755","5",20,"average","east south atlantic","in a medium-size city (50,000-250,000)","24.2","24.2","none","both own mother and father",20,5,24.2,24.2
"2756","9",88,"below average","east north central","in a small city or town (under 50,000)","25.2","iap","two","both own mother and father",88,9,25.2,NA
"2757","2",58,"average","east north central","in a small city or town (under 50,000)","46.5","39.7","none","both own mother and father",58,2,46.5,39.7
"2758","5",60,"far below average","foreign","in a small city or town (under 50,000)","58.1","26.9","four","both own mother and father",60,5,58.1,26.9
"2759","3",51,"average","east north central","in open country but not on a farm","35.4","13.6","iap","both own mother and father",51,3,35.4,13.6
"2760","3",27,"above average","east north central","in a medium-size city (50,000-250,000)","73","80.90000000000001","none","both own mother and father",27,3,73,80.9
"2761","1",23,"average","east north central","in a small city or town (under 50,000)","43","69.3","four","both own mother and father",23,1,43,69.3
"2762","1",45,"average","east north central","in a small city or town (under 50,000)","32","38.8","none","both own mother and father",45,1,32,38.8
"2763","4",59,"average","east north central","in a small city or town (under 50,000)","46","24.2","four","both own mother and father",59,4,46,24.2
"2765","2",83,"below average","west north central","in open country but not on a farm","35.3","19.6","none","both own mother and father",83,2,35.3,19.6
"2766","3",86,"average","west north central","farm","39.9","iap","two","both own mother and father",86,3,39.9,NA
"2767","1",42,"below average","west north central","farm","39.9","24.6","none","both own mother and father",42,1,39.9,24.6
"2769","0",31,"below average","west north central","in a small city or town (under 50,000)","25.2","76.3","none","both own mother and father",31,0,25.2,76.3
"2770","12",48,"far below average","foreign","farm","39.9","iap","four","both own mother and father",48,12,39.9,NA
"2771","3",50,"average","east north central","in a small city or town (under 50,000)","56.9","38.8","none","both own mother and father",50,3,56.9,38.8
"2772","2",41,"average","west north central","in a small city or town (under 50,000)","55.3","28.6","none","both own mother and father",41,2,55.3,28.6
"2773","2",60,"average","west north central","in a small city or town (under 50,000)","50.4","25.2","none","both own mother and father",60,2,50.4,25.2
"2774","3",67,"average","west north central","in a small city or town (under 50,000)","26.8","26.1","iap","both own mother and father",67,3,26.8,26.1
"2777","2",67,"below average","west north central","farm","39.9","38.8","none","both own mother and father",67,2,39.9,38.8
"2778","3",29,"average","west north central","in a small city or town (under 50,000)","87.59999999999999","25.7","none","both own mother and father",29,3,87.6,25.7
"2780","2",42,"average","west north central","in a small city or town (under 50,000)","43","46.5","none","both own mother and father",42,2,43,46.5
"2781","2",42,"average","west north central","in open country but not on a farm","43","24.2","none","both own mother and father",42,2,43,24.2
"2782","1",45,"average","west north central","in a small city or town (under 50,000)","21.5","92.8","none","both own mother and father",45,1,21.5,92.8
"2783","3",49,"below average","west north central","farm","39.9","60.5","none","both own mother and father",49,3,39.9,60.5
"2784","1",52,"average","west north central","in a medium-size city (50,000-250,000)","18.8","69.3","none","both own mother and father",52,1,18.8,69.3
"2785","6",66,"average","west north central","in a medium-size city (50,000-250,000)","31.2","19.6","iap","both own mother and father",66,6,31.2,19.6
"2787","1",48,"above average","west north central","in a small city or town (under 50,000)","23.3","44.6","none","both own mother and father",48,1,23.3,44.6
"2788","5",45,"average","pacific","in a suburb near a large city","26.8","26.1","two","both own mother and father",45,5,26.8,26.1
"2789","1",32,"average","west north central","in a small city or town (under 50,000)","20.7","38.8","none","both own mother and father",32,1,20.7,38.8
"2791","8",64,"below average","west north central","in a small city or town (under 50,000)","20.7","25","iap","both own mother and father",64,8,20.7,25
"2792","1",73,"above average","west north central","in a small city or town (under 50,000)","36.2","33.4","don't know","both own mother and father",73,1,36.2,33.4
"2793","1",34,"below average","west north central","in a medium-size city (50,000-250,000)","39.9","37.6","none","both own mother and father",34,1,39.9,37.6
"2794","3",31,"far above average","west north central","in open country but not on a farm","92.8","26.8","none","both own mother and father",31,3,92.8,26.8
"2796","4",39,"below average","foreign","in a small city or town (under 50,000)","62.6","80.90000000000001","two","both own mother and father",39,4,62.6,80.9
"2797","2",30,"average","west north central","in a medium-size city (50,000-250,000)","17.1","24.2","iap","both own mother and father",30,2,17.1,24.2
"2800","2",59,"average","west north central","in a small city or town (under 50,000)","75.5","38.8","none","both own mother and father",59,2,75.5,38.8
"2802","2",44,"below average","west north central","in a medium-size city (50,000-250,000)","86.09999999999999","26.9","none","both own mother and father",44,2,86.1,26.9
"2803","1",28,"below average","west north central","in a small city or town (under 50,000)","25.2","80.90000000000001","none","both own mother and father",28,1,25.2,80.9
"2806","3",69,"below average","east north central","farm","39.9","26.8","four","both own mother and father",69,3,39.9,26.8
"2807","6",48,"below average","west north central","in a small city or town (under 50,000)","35.4","iap","two","both own mother and father",48,6,35.4,NA
"2808","2",68,"above average","west north central","in a small city or town (under 50,000)","92","39.7","none","both own mother and father",68,2,92,39.7
"2809","2",54,"average","west north central","in a medium-size city (50,000-250,000)","39.7","iap","none","both own mother and father",54,2,39.7,NA
"2811","2",40,"average","west north central","in a small city or town (under 50,000)","20.7","73.90000000000001","none","both own mother and father",40,2,20.7,73.9
"2812","8",78,"below average","west north central","farm","39.9","iap","four","both own mother and father",78,8,39.9,NA
"2813","5",81,"above average","west north central","in a medium-size city (50,000-250,000)","91.09999999999999","80.90000000000001","none","both own mother and father",81,5,91.1,80.9
"2814","3",33,"below average","west north central","in a medium-size city (50,000-250,000)","iap","iap","two","both own mother and father",33,3,NA,NA
"2821","5",55,"below average","west north central","in a medium-size city (50,000-250,000)","65.09999999999999","21.8","none","both own mother and father",55,5,65.1,21.8
"2823","2",79,"average","west north central","in a medium-size city (50,000-250,000)","35.4","iap","none","both own mother and father",79,2,35.4,NA
"2824","2",38,"above average","west north central","in a medium-size city (50,000-250,000)","28.6","37.6","none","both own mother and father",38,2,28.6,37.6
"2825","5",32,"below average","west north central","in a medium-size city (50,000-250,000)","32","iap","none","both own mother and father",32,5,32,NA
"2827","3",36,"above average","west north central","in a medium-size city (50,000-250,000)","69.3","39.7","none","both own mother and father",36,3,69.3,39.7
"2828","2",65,"average","west north central","in open country but not on a farm","65.09999999999999","38.8","none","both own mother and father",65,2,65.1,38.8
"2829","4",26,"average","west north central","in a small city or town (under 50,000)","69.3","iap","none","both own mother and father",26,4,69.3,NA
"2830","1",34,"above average","west north central","in a suburb near a large city","75.5","71.8","none","both own mother and father",34,1,75.5,71.8
"2831","6",60,"far below average","west north central","in a small city or town (under 50,000)","50.4","32","iap","both own mother and father",60,6,50.4,32
"2833","5",66,"below average","south atlantic","in a medium-size city (50,000-250,000)","50.4","iap","none","both own mother and father",66,5,50.4,NA
"2834","0",21,"average","west north central","in a suburb near a large city","83.8","39.7","four","both own mother and father",21,0,83.8,39.7
"2836","12",65,"below average","west north central","in a large city (over 250,000)","25.2","13.6","none","both own mother and father",65,12,25.2,13.6
"2838","1",73,"average","west north central","farm","36.2","iap","iap","both own mother and father",73,1,36.2,NA
"2839","9",67,"average","foreign","in open country but not on a farm","20.8","39.7","none","both own mother and father",67,9,20.8,39.7
"2841","0",19,"above average","west north central","farm","77.40000000000001","iap","none","both own mother and father",19,0,77.4,NA
"2843","5",77,"average","west north central","in a medium-size city (50,000-250,000)","50","38.8","two","both own mother and father",77,5,50,38.8
"2844","1",66,"below average","west north central","in a medium-size city (50,000-250,000)","70.3","iap","none","both own mother and father",66,1,70.3,NA
"2845","2",55,"above average","west north central","in a small city or town (under 50,000)","65.3","74.8","none","both own mother and father",55,2,65.3,74.8
"2846","1",72,"above average","west north central","in a medium-size city (50,000-250,000)","38.1","24.2","none","both own mother and father",72,1,38.1,24.2
"2847","2",89,"below average","west north central","farm","39.9","iap","three","both own mother and father",NA,2,39.9,NA
"2848","1",32,"average","west north central","in a suburb near a large city","64.5","41.8","none","both own mother and father",32,1,64.5,41.8
"2849","1",86,"far below average","west south central","farm","25.2","iap","none","both own mother and father",86,1,25.2,NA
"2850","2",58,"average","west north central","in a small city or town (under 50,000)","39.2","36.9","none","both own mother and father",58,2,39.2,36.9
"2851","5",60,"far below average","west north central","in a small city or town (under 50,000)","85.2","21.6","none","both own mother and father",60,5,85.2,21.6
"2853","2",61,"average","west north central","farm","35.8","38.8","none","both own mother and father",61,2,35.8,38.8
"2854","2",61,"average","west north central","in a small city or town (under 50,000)","62.6","38.3","none","both own mother and father",61,2,62.6,38.3
"2855","3",30,"average","west south central","in a medium-size city (50,000-250,000)","38.1","13.6","none","both own mother and father",30,3,38.1,13.6
"2859","4",21,"far above average","west south central","in a small city or town (under 50,000)","18.8","12.6","none","both own mother and father",21,4,18.8,12.6
"2860","6",70,"below average","west south central","farm","59.1","iap","none","both own mother and father",70,6,59.1,NA
"2862","2",36,"average","west south central","in a medium-size city (50,000-250,000)","39.2","24.2","none","both own mother and father",36,2,39.2,24.2
"2863","16",61,"average","west south central","in a small city or town (under 50,000)","14","14","one","both own mother and father",61,16,14,14
"2864","3",50,"average","south atlantic","in a suburb near a large city","50.4","69.3","none","both own mother and father",50,3,50.4,69.3
"2865","8",41,"below average","west south central","in a medium-size city (50,000-250,000)","21.4","33.3","none","both own mother and father",41,8,21.4,33.3
"2866","2",49,"below average","west south central","in a suburb near a large city","59.1","38.2","none","both own mother and father",49,2,59.1,38.2
"2867","1",26,"average","west south central","in a medium-size city (50,000-250,000)","76.3","iap","four","both own mother and father",26,1,76.3,NA
"2868","7",47,"below average","pacific","farm","39.9","17.1","four","both own mother and father",47,7,39.9,17.1
"2869","4",49,"below average","mountain","farm","14","iap","four","both own mother and father",49,4,14,NA
"2870","4",44,"average","foreign","in a large city (over 250,000)","27.6","iap","four","both own mother and father",44,4,27.6,NA
"2871","2",31,"average","foreign","in a medium-size city (50,000-250,000)","iap","23.8","four","both own mother and father",31,2,NA,23.8
"2872","5",54,"far below average","west south central","farm","25.2","iap","iap","both own mother and father",54,5,25.2,NA
"2876","5",42,"average","west south central","in a small city or town (under 50,000)","25.2","iap","two","both own mother and father",42,5,25.2,NA
"2877","5",32,"below average","west south central","in a small city or town (under 50,000)","20.5","24.2","none","both own mother and father",32,5,20.5,24.2
"2880","3",57,"below average","west south central","in a medium-size city (50,000-250,000)","36.7","iap","none","both own mother and father",57,3,36.7,NA
"2881","1",34,"average","west south central","in a small city or town (under 50,000)","68.59999999999999","iap","none","both own mother and father",34,1,68.6,NA
"2882","3",30,"far below average","west south central","in a large city (over 250,000)","28.7","26.5","three","both own mother and father",30,3,28.7,26.5
"2883","4",41,"above average","foreign","in a small city or town (under 50,000)","32","20.1","four","both own mother and father",41,4,32,20.1
"2884","2",32,"far below average","foreign","in a medium-size city (50,000-250,000)","51.5","iap","four","both own mother and father",32,2,51.5,NA
"2885","5",54,"above average","west south central","in a small city or town (under 50,000)","39.9","26.5","four","both own mother and father",54,5,39.9,26.5
"2886","4",25,"below average","west south central","in a medium-size city (50,000-250,000)","36.2","15.8","four","both own mother and father",25,4,36.2,15.8
"2887","11",54,"far below average","west south central","in a suburb near a large city","33.4","39.7","none","both own mother and father",54,11,33.4,39.7
"2888","3",58,"average","west south central","in a medium-size city (50,000-250,000)","28.4","13.6","none","both own mother and father",58,3,28.4,13.6
"2889","3",19,"above average","west south central","in a medium-size city (50,000-250,000)","32","38.3","one","both own mother and father",19,3,32,38.3
"2891","1",22,"below average","west south central","in a small city or town (under 50,000)","31.4","32","four","both own mother and father",22,1,31.4,32
"2893","6",64,"below average","west south central","in a small city or town (under 50,000)","25.2","12.6","two","both own mother and father",64,6,25.2,12.6
"2895","2",60,"below average","west south central","in a medium-size city (50,000-250,000)","34.1","iap","four","both own mother and father",60,2,34.1,NA
"2896","1",31,"above average","west south central","in a medium-size city (50,000-250,000)","84.3","iap","none","both own mother and father",31,1,84.3,NA
"2897","5",69,"far below average","west south central","in a small city or town (under 50,000)","18.6","iap","none","both own mother and father",69,5,18.6,NA
"2898","1",39,"below average","west south central","in a medium-size city (50,000-250,000)","46.2","35.8","none","both own mother and father",39,1,46.2,35.8
"2899","6",78,"average","west south central","in a small city or town (under 50,000)","25.1","iap","four","both own mother and father",78,6,25.1,NA
"2901","5",19,"average","west south central","in a medium-size city (50,000-250,000)","28.7","iap","one","both own mother and father",19,5,28.7,NA
"2902","2",37,"below average","west south central","in a small city or town (under 50,000)","25.2","iap","three","both own mother and father",37,2,25.2,NA
"2903","4",26,"average","west south central","in a small city or town (under 50,000)","52.4","76.3","three","both own mother and father",26,4,52.4,76.3
"2905","10",44,"far below average","foreign","in open country but not on a farm","14","iap","three","both own mother and father",44,10,14,NA
"2909","6",40,"average","west south central","in open country but not on a farm","24","12.6","four","both own mother and father",40,6,24,12.6
"2911","5",23,"average","west south central","in a small city or town (under 50,000)","65.09999999999999","84.2","none","both own mother and father",23,5,65.1,84.2
"2913","3",34,"below average","foreign","in a small city or town (under 50,000)","35.3","76.3","don't know","both own mother and father",34,3,35.3,76.3
"2916","3",43,"average","west south central","in a small city or town (under 50,000)","50.3","59.1","none","both own mother and father",43,3,50.3,59.1
"2917","5",72,"average","foreign","in a small city or town (under 50,000)","43","iap","don't know","both own mother and father",72,5,43,NA
"2918","2",64,"below average","west south central","in a medium-size city (50,000-250,000)","36.7","31.9","none","both own mother and father",64,2,36.7,31.9
"2919","4",18,"below average","west south central","in a medium-size city (50,000-250,000)","32","20.1","none","both own mother and father",18,4,32,20.1
"2920","1",88,"average","west south central","in a small city or town (under 50,000)","91.09999999999999","71.8","none","both own mother and father",88,1,91.1,71.8
"2921","1",70,"below average","west south central","in a small city or town (under 50,000)","43","38.3","none","both own mother and father",70,1,43,38.3
"2922","1",46,"average","west south central","in a small city or town (under 50,000)","71","80.90000000000001","none","both own mother and father",46,1,71,80.9
"2924","1",80,"below average","west south central","farm","50.4","39.7","two","both own mother and father",80,1,50.4,39.7
"2925","3",39,"average","west south central","in a medium-size city (50,000-250,000)","70.5","26.1","don't know","both own mother and father",39,3,70.5,26.1
"2928","4",54,"above average","new england","in open country but not on a farm","62.6","82.5","none","both own mother and father",54,4,62.6,82.5
"2930","1",58,"average","mountain","in a medium-size city (50,000-250,000)","85.8","39.7","four","both own mother and father",58,1,85.8,39.7
"2931","2",32,"below average","mountain","in a large city (over 250,000)","13.6","iap","iap","both own mother and father",32,2,13.6,NA
"2932","0",26,"far above average","east north central","in a suburb near a large city","65.3","62.6","none","both own mother and father",26,0,65.3,62.6
"2933","2",35,"above average","mountain","in a small city or town (under 50,000)","86.7","55.1","none","both own mother and father",35,2,86.7,55.1
"2934","1",78,"average","mountain","in a medium-size city (50,000-250,000)","43","iap","none","both own mother and father",78,1,43,NA
"2935","8",77,"above average","mountain","in a medium-size city (50,000-250,000)","31.6","31.6","none","both own mother and father",77,8,31.6,31.6
"2937","2",69,"above average","mountain","farm","40.1","iap","one","both own mother and father",69,2,40.1,NA
"2938","4",26,"average","mountain","in a large city (over 250,000)","54.6","62.4","none","both own mother and father",26,4,54.6,62.4
"2939","2",72,"below average","mountain","farm","31.2","38.3","none","both own mother and father",72,2,31.2,38.3
"2941","2",30,"average","west north central","in a small city or town (under 50,000)","68.59999999999999","71.7","none","both own mother and father",30,2,68.6,71.7
"2943","2",76,"average","pacific","in a large city (over 250,000)","34.7","iap","two","both own mother and father",76,2,34.7,NA
"2944","3",69,"average","mountain","in a medium-size city (50,000-250,000)","49.6","iap","none","both own mother and father",69,3,49.6,NA
"2945","4",40,"far below average","pacific","in a large city (over 250,000)","32.6","iap","four","both own mother and father",40,4,32.6,NA
"2946","3",26,"below average","mountain","in a suburb near a large city","25.2","46.6","none","both own mother and father",26,3,25.2,46.6
"2947","0",19,"above average","mountain","in a large city (over 250,000)","49.6","84.2","none","both own mother and father",19,0,49.6,84.2
"2948","3",65,"above average","mountain","in a large city (over 250,000)","57.4","38.8","none","both own mother and father",65,3,57.4,38.8
"2951","3",57,"average","foreign","in a large city (over 250,000)","68.59999999999999","63.7","three","both own mother and father",57,3,68.6,63.7
"2954","4",67,"average","west north central","farm","39.9","84.2","none","both own mother and father",67,4,39.9,84.2
"2955","6",69,"average","west north central","in a small city or town (under 50,000)","46.5","13.2","one","both own mother and father",69,6,46.5,13.2
"2957","1",52,"above average","pacific","in a medium-size city (50,000-250,000)","46.5","23.3","none","both own mother and father",52,1,46.5,23.3
"2958","3",26,"average","mountain","in a medium-size city (50,000-250,000)","70.5","iap","none","both own mother and father",26,3,70.5,NA
"2959","9",69,"far below average","mountain","in a medium-size city (50,000-250,000)","39.9","iap","none","both own mother and father",69,9,39.9,NA
"2960","0",48,"above average","mountain","in a suburb near a large city","57.5","82.5","none","both own mother and father",48,0,57.5,82.5
"2961","2",58,"average","mountain","in a medium-size city (50,000-250,000)","18.8","39.7","two","both own mother and father",58,2,18.8,39.7
"2962","1",79,"below average","middle atlantic","in a large city (over 250,000)","23.3","12.6","none","both own mother and father",79,1,23.3,12.6
"2966","6",70,"above average","mountain","in a medium-size city (50,000-250,000)","36.2","38.3","two","both own mother and father",70,6,36.2,38.3
"2967","1",41,"average","mountain","in a medium-size city (50,000-250,000)","32","38.8","none","both own mother and father",41,1,32,38.8
"2968","1",40,"above average","mountain","in a large city (over 250,000)","84.5","iap","one","both own mother and father",40,1,84.5,NA
"2969","2",75,"average","mountain","farm","39.9","13.6","iap","both own mother and father",75,2,39.9,13.6
"2970","2",58,"average","new england","in a small city or town (under 50,000)","65.3","38.3","two","both own mother and father",58,2,65.3,38.3
"2971","2",66,"average","pacific","in a suburb near a large city","39.7","26.8","three","both own mother and father",66,2,39.7,26.8
"2972","0",68,"above average","pacific","in a small city or town (under 50,000)","39.7","62","none","both own mother and father",68,0,39.7,62
"2974","0",41,"above average","middle atlantic","in a suburb near a large city","37.6","56.9","none","both own mother and father",41,0,37.6,56.9
"2975","2",70,"above average","east north central","in a small city or town (under 50,000)","84.3","39.7","two","both own mother and father",70,2,84.3,39.7
"2976","13",65,"below average","west north central","in a medium-size city (50,000-250,000)","57.5","24.2","none","both own mother and father",65,13,57.5,24.2
"2978","3",50,"far below average","foreign","in a small city or town (under 50,000)","31.6","26.5","four","both own mother and father",50,3,31.6,26.5
"2979","3",68,"far above average","pacific","in open country but not on a farm","75.2","82.5","none","both own mother and father",68,3,75.2,82.5
"2980","2",46,"average","foreign","in a suburb near a large city","59.1","84.2","two","both own mother and father",46,2,59.1,84.2
"2982","4",83,"average","west north central","in a small city or town (under 50,000)","45.4","iap","iap","both own mother and father",83,4,45.4,NA
"2983","3",21,"above average","mountain","in a medium-size city (50,000-250,000)","83.8","iap","none","both own mother and father",21,3,83.8,NA
"2984","1",73,"far below average","west north central","farm","39.9","iap","four","both own mother and father",73,1,39.9,NA
"2985","1",45,"average","foreign","in a large city (over 250,000)","85.2","iap","four","both own mother and father",45,1,85.2,NA
"2986","1",32,"average","mountain","in a large city (over 250,000)","69.3","80.90000000000001","none","both own mother and father",32,1,69.3,80.9
"2990","1",26,"average","pacific","in open country but not on a farm","50.4","74.8","none","both own mother and father",26,1,50.4,74.8
"2991","1",63,"average","middle atlantic","in a small city or town (under 50,000)","81","iap","two","both own mother and father",63,1,81,NA
"2992","1",32,"above average","east north central","in a small city or town (under 50,000)","32","88.3","none","both own mother and father",32,1,32,88.3
"2993","1",55,"average","foreign","in a small city or town (under 50,000)","85.2","52","four","both own mother and father",55,1,85.2,52
"2997","10",27,"above average","mountain","in a small city or town (under 50,000)","42.9","35.4","none","both own mother and father",27,10,42.9,35.4
"2999","2",68,"above average","west south central","in a medium-size city (50,000-250,000)","50.4","61.5","none","both own mother and father",68,2,50.4,61.5
"3000","1",44,"average","mountain","in a small city or town (under 50,000)","39.7","63.7","none","both own mother and father",44,1,39.7,63.7
"3001","4",72,"below average","mountain","in a medium-size city (50,000-250,000)","31.2","39.7","three","both own mother and father",72,4,31.2,39.7
"3004","1",36,"average","mountain","in a medium-size city (50,000-250,000)","25.2","71.8","none","both own mother and father",36,1,25.2,71.8
"3005","12",48,"far below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",48,12,14,NA
"3006","1",31,"average","mountain","in a small city or town (under 50,000)","39.9","20.8","none","both own mother and father",31,1,39.9,20.8
"3007","6",36,"far below average","foreign","farm","39.7","39.7","four","both own mother and father",36,6,39.7,39.7
"3008","1",52,"average","mountain","in a medium-size city (50,000-250,000)","45.4","iap","none","both own mother and father",52,1,45.4,NA
"3009","0",30,"average","mountain","in a suburb near a large city","28.3","iap","none","both own mother and father",30,0,28.3,NA
"3010","1",62,"far below average","mountain","in a medium-size city (50,000-250,000)","50.4","62","two","both own mother and father",62,1,50.4,62
"3016","4",41,"average","foreign","in a small city or town (under 50,000)","32","12.6","four","both own mother and father",41,4,32,12.6
"3017","7",26,"far below average","pacific","in a suburb near a large city","iap","iap","four","both own mother and father",26,7,NA,NA
"3019","3",32,"average","pacific","in a small city or town (under 50,000)","59.1","iap","three","both own mother and father",32,3,59.1,NA
"3021","7",49,"far below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",49,7,14,NA
"3022","3",46,"average","pacific","in a medium-size city (50,000-250,000)","32","20.7","none","both own mother and father",46,3,32,20.7
