"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"2909","6","40","average","west south central","in open country but not on a farm","24","12.6","four","both own mother and father",40,6,24,12.6
"2910","2","19","below average","don't know","in open country but not on a farm","iap","iap","four","mother only",19,2,NA,NA
"2911","5","23","average","west south central","in a small city or town (under 50,000)","65.09999999999999","84.2","none","both own mother and father",23,5,65.1,84.2
"2912","1","23","average","west south central","in a medium-size city (50,000-250,000)","75.5","82.5","none","mother and stepfather",23,1,75.5,82.5
"2913","3","34","below average","foreign","in a small city or town (under 50,000)","35.3","76.3","don't know","both own mother and father",34,3,35.3,76.3
"2914","1","no answer","average","mountain","in a suburb near a large city","25.2","iap","one","both own mother and father",NA,1,25.2,NA
"2915","1","31","far below average","west south central","in a small city or town (under 50,000)","iap","20.7","two","mother only",31,1,NA,20.7
"2916","3","43","average","west south central","in a small city or town (under 50,000)","50.3","59.1","none","both own mother and father",43,3,50.3,59.1
"2917","5","72","average","foreign","in a small city or town (under 50,000)","43","iap","don't know","both own mother and father",72,5,43,NA
"2918","2","64","below average","west south central","in a medium-size city (50,000-250,000)","36.7","31.9","none","both own mother and father",64,2,36.7,31.9
"2919","4","18","below average","west south central","in a medium-size city (50,000-250,000)","32","20.1","none","both own mother and father",18,4,32,20.1
"2920","1","88","average","west south central","in a small city or town (under 50,000)","91.09999999999999","71.8","none","both own mother and father",88,1,91.1,71.8
"2921","1","70","below average","west south central","in a small city or town (under 50,000)","43","38.3","none","both own mother and father",70,1,43,38.3
"2922","1","46","average","west south central","in a small city or town (under 50,000)","71","80.90000000000001","none","both own mother and father",46,1,71,80.9
"2923","5","76","average","east north central","in a small city or town (under 50,000)","39","26.5","two","other arrangement with relatives (e.g., aunt and uncle, grandparents)",76,5,39,26.5
"2924","1","80","below average","west south central","farm","50.4","39.7","two","both own mother and father",80,1,50.4,39.7
"2925","3","39","average","west south central","in a medium-size city (50,000-250,000)","70.5","26.1","don't know","both own mother and father",39,3,70.5,26.1
"2926","9","56","average","west south central","in a small city or town (under 50,000)","43.4","iap","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",56,9,43.4,NA
"2927","2","84","below average","east north central","in a suburb near a large city","iap","20.3","none","mother only",84,2,NA,20.3
"2928","4","54","above average","new england","in open country but not on a farm","62.6","82.5","none","both own mother and father",54,4,62.6,82.5
"2929","2","60","far below average","mountain","in a small city or town (under 50,000)","iap","12.6","none","mother only",60,2,NA,12.6
"2930","1","58","average","mountain","in a medium-size city (50,000-250,000)","85.8","39.7","four","both own mother and father",58,1,85.8,39.7
"2931","2","32","below average","mountain","in a large city (over 250,000)","13.6","iap","iap","both own mother and father",32,2,13.6,NA
"2932","0","26","far above average","east north central","in a suburb near a large city","65.3","62.6","none","both own mother and father",26,0,65.3,62.6
"2933","2","35","above average","mountain","in a small city or town (under 50,000)","86.7","55.1","none","both own mother and father",35,2,86.7,55.1
"2934","1","78","average","mountain","in a medium-size city (50,000-250,000)","43","iap","none","both own mother and father",78,1,43,NA
"2935","8","77","above average","mountain","in a medium-size city (50,000-250,000)","31.6","31.6","none","both own mother and father",77,8,31.6,31.6
"2936","3","65","average","mountain","in a small city or town (under 50,000)","56.9","iap","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",65,3,56.9,NA
"2937","2","69","above average","mountain","farm","40.1","iap","one","both own mother and father",69,2,40.1,NA
"2938","4","26","average","mountain","in a large city (over 250,000)","54.6","62.4","none","both own mother and father",26,4,54.6,62.4
"2939","2","72","below average","mountain","farm","31.2","38.3","none","both own mother and father",72,2,31.2,38.3
"2940","7","30","below average","mountain","farm","53","84.5","none","mother and stepfather",30,7,53,84.5
"2941","2","30","average","west north central","in a small city or town (under 50,000)","68.59999999999999","71.7","none","both own mother and father",30,2,68.6,71.7
"2942","2","55","far below average","mountain","in a large city (over 250,000)","21","12.6","none","mother only",55,2,21,12.6
"2943","2","76","average","pacific","in a large city (over 250,000)","34.7","iap","two","both own mother and father",76,2,34.7,NA
"2944","3","69","average","mountain","in a medium-size city (50,000-250,000)","49.6","iap","none","both own mother and father",69,3,49.6,NA
"2945","4","40","far below average","pacific","in a large city (over 250,000)","32.6","iap","four","both own mother and father",40,4,32.6,NA
"2946","3","26","below average","mountain","in a suburb near a large city","25.2","46.6","none","both own mother and father",26,3,25.2,46.6
"2947","0","19","above average","mountain","in a large city (over 250,000)","49.6","84.2","none","both own mother and father",19,0,49.6,84.2
"2948","3","65","above average","mountain","in a large city (over 250,000)","57.4","38.8","none","both own mother and father",65,3,57.4,38.8
"2949","1","71","average","pacific","in a large city (over 250,000)","iap","62.7","none","mother only",71,1,NA,62.7
"2950","5","67","average","middle atlantic","in a small city or town (under 50,000)","58.2","46.6","none","father and stepmother",67,5,58.2,46.6
"2951","3","57","average","foreign","in a large city (over 250,000)","68.59999999999999","63.7","three","both own mother and father",57,3,68.6,63.7
"2952","3","28","average","mountain","in a medium-size city (50,000-250,000)","iap","20.1","one","some other female relative (no male head)",28,3,NA,20.1
"2953","3","42","average","east north central","in open country but not on a farm","39.7","iap","none","father only",42,3,39.7,NA
"2954","4","67","average","west north central","farm","39.9","84.2","none","both own mother and father",67,4,39.9,84.2
"2955","6","69","average","west north central","in a small city or town (under 50,000)","46.5","13.2","one","both own mother and father",69,6,46.5,13.2
"2956","8","no answer","average","mountain","in open country but not on a farm","23.3","iap","none","both own mother and father",NA,8,23.3,NA
"2957","1","52","above average","pacific","in a medium-size city (50,000-250,000)","46.5","23.3","none","both own mother and father",52,1,46.5,23.3
"2958","3","26","average","mountain","in a medium-size city (50,000-250,000)","70.5","iap","none","both own mother and father",26,3,70.5,NA
"2959","9","69","far below average","mountain","in a medium-size city (50,000-250,000)","39.9","iap","none","both own mother and father",69,9,39.9,NA
"2960","0","48","above average","mountain","in a suburb near a large city","57.5","82.5","none","both own mother and father",48,0,57.5,82.5
"2961","2","58","average","mountain","in a medium-size city (50,000-250,000)","18.8","39.7","two","both own mother and father",58,2,18.8,39.7
"2962","1","79","below average","middle atlantic","in a large city (over 250,000)","23.3","12.6","none","both own mother and father",79,1,23.3,12.6
"2963","3","32","below average","mountain","in a medium-size city (50,000-250,000)","iap","21.6","iap","mother only",32,3,NA,21.6
"2964","5","29","average","mountain","in a suburb near a large city","26.8","75.5","none","mother and stepfather",29,5,26.8,75.5
"2965","4","no answer","below average","west north central","in a small city or town (under 50,000)","86.59999999999999","iap","three","both own mother and father",NA,4,86.6,NA
"2966","6","70","above average","mountain","in a medium-size city (50,000-250,000)","36.2","38.3","two","both own mother and father",70,6,36.2,38.3
"2967","1","41","average","mountain","in a medium-size city (50,000-250,000)","32","38.8","none","both own mother and father",41,1,32,38.8
"2968","1","40","above average","mountain","in a large city (over 250,000)","84.5","iap","one","both own mother and father",40,1,84.5,NA
"2969","2","75","average","mountain","farm","39.9","13.6","iap","both own mother and father",75,2,39.9,13.6
"2970","2","58","average","new england","in a small city or town (under 50,000)","65.3","38.3","two","both own mother and father",58,2,65.3,38.3
"2971","2","66","average","pacific","in a suburb near a large city","39.7","26.8","three","both own mother and father",66,2,39.7,26.8
"2972","0","68","above average","pacific","in a small city or town (under 50,000)","39.7","62","none","both own mother and father",68,0,39.7,62
"2973","6","29","far below average","west south central","in a large city (over 250,000)","iap","12.6","none","mother only",29,6,NA,12.6
"2974","0","41","above average","middle atlantic","in a suburb near a large city","37.6","56.9","none","both own mother and father",41,0,37.6,56.9
"2975","2","70","above average","east north central","in a small city or town (under 50,000)","84.3","39.7","two","both own mother and father",70,2,84.3,39.7
"2976","13","65","below average","west north central","in a medium-size city (50,000-250,000)","57.5","24.2","none","both own mother and father",65,13,57.5,24.2
"2977","2","47","far below average","mountain","in a small city or town (under 50,000)","77.40000000000001","62.9","none","mother and stepfather",47,2,77.4,62.9
"2978","3","50","far below average","foreign","in a small city or town (under 50,000)","31.6","26.5","four","both own mother and father",50,3,31.6,26.5
"2979","3","68","far above average","pacific","in open country but not on a farm","75.2","82.5","none","both own mother and father",68,3,75.2,82.5
"2980","2","46","average","foreign","in a suburb near a large city","59.1","84.2","two","both own mother and father",46,2,59.1,84.2
"2981","5","42","above average","pacific","in a suburb near a large city","iap","64.40000000000001","one","mother only",42,5,NA,64.4
"2982","4","83","average","west north central","in a small city or town (under 50,000)","45.4","iap","iap","both own mother and father",83,4,45.4,NA
"2983","3","21","above average","mountain","in a medium-size city (50,000-250,000)","83.8","iap","none","both own mother and father",21,3,83.8,NA
"2984","1","73","far below average","west north central","farm","39.9","iap","four","both own mother and father",73,1,39.9,NA
"2985","1","45","average","foreign","in a large city (over 250,000)","85.2","iap","four","both own mother and father",45,1,85.2,NA
"2986","1","32","average","mountain","in a large city (over 250,000)","69.3","80.90000000000001","none","both own mother and father",32,1,69.3,80.9
"2987","1","33","above average","mountain","in a suburb near a large city","65.3","iap","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",33,1,65.3,NA
"2988","1","56","below average","west north central","in a medium-size city (50,000-250,000)","iap","28.6","none","mother only",56,1,NA,28.6
"2989","10","51","far below average","mountain","in a large city (over 250,000)","59.1","60.3","none","mother and stepfather",51,10,59.1,60.3
"2990","1","26","average","pacific","in open country but not on a farm","50.4","74.8","none","both own mother and father",26,1,50.4,74.8
"2991","1","63","average","middle atlantic","in a small city or town (under 50,000)","81","iap","two","both own mother and father",63,1,81,NA
"2992","1","32","above average","east north central","in a small city or town (under 50,000)","32","88.3","none","both own mother and father",32,1,32,88.3
"2993","1","55","average","foreign","in a small city or town (under 50,000)","85.2","52","four","both own mother and father",55,1,85.2,52
"2994","5","25","below average","mountain","in a medium-size city (50,000-250,000)","31.2","iap","none","father only",25,5,31.2,NA
"2995","7","66","above average","west south central","in a medium-size city (50,000-250,000)","62","24.1","four","other",66,7,62,24.1
"2996","1","64","average","pacific","in a large city (over 250,000)","iap","92.8","none","some other female relative (no male head)",64,1,NA,92.8
"2997","10","27","above average","mountain","in a small city or town (under 50,000)","42.9","35.4","none","both own mother and father",27,10,42.9,35.4
"2998","5","35","below average","west south central","in a suburb near a large city","iap","26.9","none","mother only",35,5,NA,26.9
"2999","2","68","above average","west south central","in a medium-size city (50,000-250,000)","50.4","61.5","none","both own mother and father",68,2,50.4,61.5
"3000","1","44","average","mountain","in a small city or town (under 50,000)","39.7","63.7","none","both own mother and father",44,1,39.7,63.7
"3001","4","72","below average","mountain","in a medium-size city (50,000-250,000)","31.2","39.7","three","both own mother and father",72,4,31.2,39.7
"3002","6","41","average","mountain","in a medium-size city (50,000-250,000)","iap","14","three","mother only",41,6,NA,14
"3003","1","36","average","west south central","in a suburb near a large city","83.8","iap","none","father only",36,1,83.8,NA
"3004","1","36","average","mountain","in a medium-size city (50,000-250,000)","25.2","71.8","none","both own mother and father",36,1,25.2,71.8
"3005","12","48","far below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",48,12,14,NA
"3006","1","31","average","mountain","in a small city or town (under 50,000)","39.9","20.8","none","both own mother and father",31,1,39.9,20.8
"3007","6","36","far below average","foreign","farm","39.7","39.7","four","both own mother and father",36,6,39.7,39.7
"3008","1","52","average","mountain","in a medium-size city (50,000-250,000)","45.4","iap","none","both own mother and father",52,1,45.4,NA
"3009","0","30","average","mountain","in a suburb near a large city","28.3","iap","none","both own mother and father",30,0,28.3,NA
"3010","1","62","far below average","mountain","in a medium-size city (50,000-250,000)","50.4","62","two","both own mother and father",62,1,50.4,62
"3011","2","35","below average","mountain","in a medium-size city (50,000-250,000)","iap","39.7","none","mother only",35,2,NA,39.7
"3012","1","45","far below average","mountain","in a large city (over 250,000)","iap","21.6","two","mother only",45,1,NA,21.6
"3013","1","57","below average","east north central","in a suburb near a large city","iap","64.40000000000001","none","mother only",57,1,NA,64.4
"3014","2","20","average","pacific","in open country but not on a farm","36.2","iap","none","father only",20,2,36.2,NA
"3015","0","20","below average","mountain","in a medium-size city (50,000-250,000)","iap","iap","iap","other arrangement with relatives (e.g., aunt and uncle, grandparents)",20,0,NA,NA
"3016","4","41","average","foreign","in a small city or town (under 50,000)","32","12.6","four","both own mother and father",41,4,32,12.6
"3017","7","26","far below average","pacific","in a suburb near a large city","iap","iap","four","both own mother and father",26,7,NA,NA
"3018","10","54","far below average","pacific","in a small city or town (under 50,000)","39.9","iap","four","some other male relative (no female head)",54,10,39.9,NA
"3019","3","32","average","pacific","in a small city or town (under 50,000)","59.1","iap","three","both own mother and father",32,3,59.1,NA
"3020","2","48","below average","pacific","in a small city or town (under 50,000)","39.2","12.6","one","other",48,2,39.2,12.6
"3021","7","49","far below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",49,7,14,NA
"3022","3","46","average","pacific","in a medium-size city (50,000-250,000)","32","20.7","none","both own mother and father",46,3,32,20.7
"3023","14","68","below average","pacific","in open country but not on a farm","14","iap","four","both own mother and father",68,14,14,NA
"3024","0","85","average","pacific","in a large city (over 250,000)","86.5","37.6","four","both own mother and father",85,0,86.5,37.6
"3025","11","60","average","mountain","in open country but not on a farm","45.4","iap","none","some other male relative (no female head)",60,11,45.4,NA
"3026","6","49","average","mountain","in a large city (over 250,000)","92.8","75.7","four","both own mother and father",49,6,92.8,75.7
"3027","3","41","below average","foreign","in a small city or town (under 50,000)","39.9","20.8","four","both own mother and father",41,3,39.9,20.8
"3028","0","39","average","pacific","in a large city (over 250,000)","46.2","38.8","none","both own mother and father",39,0,46.2,38.8
"3029","11","45","below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",45,11,14,NA
"3030","8","28","below average","south atlantic","in a small city or town (under 50,000)","iap","37.6","none","mother only",28,8,NA,37.6
"3031","1","24","average","pacific","in a small city or town (under 50,000)","iap","28.7","none","mother only",24,1,NA,28.7
"3032","10","33","far below average","pacific","in a medium-size city (50,000-250,000)","41","iap","three","both own mother and father",33,10,41,NA
"3033","6","47","average","pacific","in a medium-size city (50,000-250,000)","62.7","54.6","two","both own mother and father",47,6,62.7,54.6
"3034","21","89","below average","west south central","in a small city or town (under 50,000)","62.6","iap","none","both own mother and father",NA,21,62.6,NA
"3035","8","36","far below average","pacific","in a medium-size city (50,000-250,000)","20.1","iap","four","both own mother and father",36,8,20.1,NA
"3036","7","40","below average","pacific","in a large city (over 250,000)","28.7","13.6","iap","other",40,7,28.7,13.6
"3037","8","60","above average","pacific","in a small city or town (under 50,000)","46","13.6","four","both own mother and father",60,8,46,13.6
"3038","6","27","average","west south central","in a large city (over 250,000)","45.1","21.8","none","other",27,6,45.1,21.8
"3039","3","57","far above average","foreign","in a small city or town (under 50,000)","iap","20.3","none","mother only",57,3,NA,20.3
"3040","4","30","average","pacific","in a small city or town (under 50,000)","iap","iap","none","mother only",30,4,NA,NA
"3041","4","18","average","pacific","in a large city (over 250,000)","25.2","46.6","none","some other female relative (no male head)",18,4,25.2,46.6
"3042","8","71","average","pacific","in a medium-size city (50,000-250,000)","14","iap","two","both own mother and father",71,8,14,NA
"3043","4","32","average","pacific","in a large city (over 250,000)","17.1","23.3","none","both own mother and father",32,4,17.1,23.3
"3044","9","80","average","pacific","in a medium-size city (50,000-250,000)","43","iap","none","both own mother and father",80,9,43,NA
"3045","3","29","below average","pacific","in a large city (over 250,000)","19.6","iap","four","both own mother and father",29,3,19.6,NA
"3046","5","56","far below average","foreign","in a small city or town (under 50,000)","iap","iap","four","other arrangement with relatives (e.g., aunt and uncle, grandparents)",56,5,NA,NA
"3047","7","48","average","east north central","in a large city (over 250,000)","26.8","20.7","none","both own mother and father",48,7,26.8,20.7
"3048","11","59","far below average","foreign","farm","39.9","iap","four","both own mother and father",59,11,39.9,NA
"3049","6","34","average","pacific","in a medium-size city (50,000-250,000)","18.6","23.3","four","mother and stepfather",34,6,18.6,23.3
"3050","4","36","below average","pacific","in a large city (over 250,000)","39.7","24.2","none","mother and stepfather",36,4,39.7,24.2
"3051","18","45","far below average","foreign","in open country but not on a farm","iap","iap","four","both own mother and father",45,18,NA,NA
"3052","9","73","far below average","pacific","in a medium-size city (50,000-250,000)","14","12.4","none","both own mother and father",73,9,14,12.4
"3053","2","68","below average","pacific","in a small city or town (under 50,000)","35.2","38.2","none","other",68,2,35.2,38.2
"3054","3","24","far below average","pacific","in a medium-size city (50,000-250,000)","iap","15.8","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",24,3,NA,15.8
"3055","11","68","below average","mountain","farm","21.4","iap","iap","other arrangement with relatives (e.g., aunt and uncle, grandparents)",68,11,21.4,NA
"3056","7","26","far below average","pacific","in a large city (over 250,000)","23","13.6","four","mother and stepfather",26,7,23,13.6
"3057","2","31","below average","pacific","in open country but not on a farm","14","iap","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",31,2,14,NA
"3058","1","62","above average","pacific","in a medium-size city (50,000-250,000)","65.3","26.5","two","mother and stepfather",62,1,65.3,26.5
"3059","4","60","average","pacific","farm","20","iap","none","both own mother and father",60,4,20,NA
"3060","2","20","below average","pacific","in a small city or town (under 50,000)","28.7","13.6","four","both own mother and father",20,2,28.7,13.6
"3061","6","no answer","average","pacific","in a small city or town (under 50,000)","46","24.2","four","both own mother and father",NA,6,46,24.2
"3062","3","no answer","above average","south atlantic","in a suburb near a large city","73.90000000000001","74.59999999999999","four","both own mother and father",NA,3,73.9,74.6
"3063","2","69","average","pacific","in a large city (over 250,000)","21.5","39.7","none","both own mother and father",69,2,21.5,39.7
"3064","2","no answer","average","pacific","in a small city or town (under 50,000)","80.90000000000001","iap","none","both own mother and father",NA,2,80.9,NA
"3065","4","46","below average","pacific","in a small city or town (under 50,000)","iap","17.1","none","other",46,4,NA,17.1
"3066","3","58","don't know","pacific","in a medium-size city (50,000-250,000)","31.2","19.6","none","both own mother and father",58,3,31.2,19.6
"3067","3","no answer","below average","pacific","in open country but not on a farm","59.1","iap","four","both own mother and father",NA,3,59.1,NA
"3068","4","56","above average","pacific","in a large city (over 250,000)","39.7","iap","none","both own mother and father",56,4,39.7,NA
"3069","3","62","below average","pacific","in a suburb near a large city","14","iap","two","both own mother and father",62,3,14,NA
"3070","1","76","average","pacific","in a small city or town (under 50,000)","23.3","13.6","one","both own mother and father",76,1,23.3,13.6
"3071","0","38","average","pacific","in a small city or town (under 50,000)","31.4","25.7","two","both own mother and father",38,0,31.4,25.7
"3072","4","no answer","far below average","east north central","in a large city (over 250,000)","38.3","19.6","iap","both own mother and father",NA,4,38.3,19.6
"3073","2","47","average","pacific","in a medium-size city (50,000-250,000)","iap","iap","two","other",47,2,NA,NA
"3074","4","50","below average","pacific","in a medium-size city (50,000-250,000)","iap","39.7","one","other arrangement with relatives (e.g., aunt and uncle, grandparents)",50,4,NA,39.7
"3075","1","50","average","pacific","in a suburb near a large city","iap","57.5","one","mother only",50,1,NA,57.5
"3076","5","no answer","far above average","pacific","in a small city or town (under 50,000)","92.8","iap","none","both own mother and father",NA,5,92.8,NA
"3077","5","61","average","pacific","in a small city or town (under 50,000)","iap","25","none","mother only",61,5,NA,25
"3078","2","49","above average","pacific","in a medium-size city (50,000-250,000)","67.7","iap","none","both own mother and father",49,2,67.7,NA
"3079","2","57","average","pacific","in a suburb near a large city","38.3","38.2","none","both own mother and father",57,2,38.3,38.2
"3080","1","no answer","above average","south atlantic","in a large city (over 250,000)","91.09999999999999","38.8","none","father and stepmother",NA,1,91.1,38.8
"3081","1","51","average","pacific","in a suburb near a large city","39.6","24.2","none","both own mother and father",51,1,39.6,24.2
"3082","2","no answer","average","pacific","in a medium-size city (50,000-250,000)","51.8","71.40000000000001","one","both own mother and father",NA,2,51.8,71.4
"3083","4","25","below average","pacific","in a small city or town (under 50,000)","iap","iap","none","mother only",25,4,NA,NA
"3084","3","60","below average","pacific","in a small city or town (under 50,000)","46","iap","one","both own mother and father",60,3,46,NA
"3085","5","no answer","average","pacific","in a small city or town (under 50,000)","iap","35.8","two","mother only",NA,5,NA,35.8
"3086","1","36","above average","pacific","in a small city or town (under 50,000)","65.09999999999999","26.1","none","both own mother and father",36,1,65.1,26.1
"3087","0","52","average","pacific","in a small city or town (under 50,000)","20.9","23.3","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",52,0,20.9,23.3
"3088","1","no answer","no answer","south atlantic","in a small city or town (under 50,000)","83.8","24.2","none","other",NA,1,83.8,24.2
"3089","1","68","above average","pacific","in a small city or town (under 50,000)","84.5","iap","four","both own mother and father",68,1,84.5,NA
"3090","1","27","average","pacific","in a medium-size city (50,000-250,000)","80.7","76.3","none","both own mother and father",27,1,80.7,76.3
"3091","2","59","above average","pacific","in open country but not on a farm","67.7","iap","none","both own mother and father",59,2,67.7,NA
"3092","1","33","below average","mountain","in a small city or town (under 50,000)","41.8","iap","none","father only",33,1,41.8,NA
"3093","3","62","average","pacific","in open country but not on a farm","65.3","43","none","both own mother and father",62,3,65.3,43
"3094","1","56","average","pacific","in a small city or town (under 50,000)","36.2","73.5","none","both own mother and father",56,1,36.2,73.5
"3095","5","19","average","pacific","in a small city or town (under 50,000)","14","iap","four","both own mother and father",19,5,14,NA
"3096","4","20","average","pacific","in a small city or town (under 50,000)","iap","74.59999999999999","none","mother only",20,4,NA,74.6
"3097","7","23","average","pacific","in a medium-size city (50,000-250,000)","49.4","80.90000000000001","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",23,7,49.4,80.9
"3098","5","24","average","pacific","in a small city or town (under 50,000)","45.1","35.8","two","both own mother and father",24,5,45.1,35.8
"3099","1","48","above average","pacific","in a large city (over 250,000)","57.5","iap","none","both own mother and father",48,1,57.5,NA
"3100","2","75","below average","pacific","in a small city or town (under 50,000)","46","17","none","both own mother and father",75,2,46,17
"3101","13","42","above average","east north central","in a small city or town (under 50,000)","81.59999999999999","24.2","one","both own mother and father",42,13,81.6,24.2
"3102","0","64","below average","east north central","in a suburb near a large city","36.4","76.3","one","both own mother and father",64,0,36.4,76.3
"3103","11","57","below average","pacific","in a small city or town (under 50,000)","65.09999999999999","27","none","other",57,11,65.1,27
"3104","7","52","below average","pacific","in a large city (over 250,000)","67.7","86.5","iap","mother and stepfather",52,7,67.7,86.5
"3105","6","no answer","far above average","pacific","in a small city or town (under 50,000)","26.2","37.6","none","father and stepmother",NA,6,26.2,37.6
"3106","11","70","average","pacific","in a medium-size city (50,000-250,000)","27.7","13.2","none","both own mother and father",70,11,27.7,13.2
"3107","2","37","average","pacific","in open country but not on a farm","38.3","20.1","none","both own mother and father",37,2,38.3,20.1
"3108","1","50","below average","pacific","in a small city or town (under 50,000)","42.2","iap","none","father only",50,1,42.2,NA
"3109","7","69","average","pacific","in a medium-size city (50,000-250,000)","iap","84.2","two","mother only",69,7,NA,84.2
"3110","0","25","average","west south central","in a suburb near a large city","39.9","iap","iap","other arrangement with relatives (e.g., aunt and uncle, grandparents)",25,0,39.9,NA
"3111","4","58","average","pacific","in a small city or town (under 50,000)","32","14","none","mother and stepfather",58,4,32,14
"3112","1","35","average","pacific","in a large city (over 250,000)","39.7","67.8","none","both own mother and father",35,1,39.7,67.8
"3113","1","68","average","pacific","in a medium-size city (50,000-250,000)","43","37.6","none","both own mother and father",68,1,43,37.6
"3114","5","44","below average","south atlantic","in a large city (over 250,000)","64.90000000000001","21.8","none","both own mother and father",44,5,64.9,21.8
"3115","1","27","above average","pacific","in a suburb near a large city","83.8","80.90000000000001","none","both own mother and father",27,1,83.8,80.9
"3116","1","33","above average","pacific","in open country but not on a farm","32","67.7","none","mother and stepfather",33,1,32,67.7
"3117","16","44","far below average","pacific","farm","iap","iap","none","other",44,16,NA,NA
"3118","4","31","far below average","pacific","in a large city (over 250,000)","25.2","24.2","none","both own mother and father",31,4,25.2,24.2
"3119","4","37","below average","pacific","in a medium-size city (50,000-250,000)","35.3","iap","iap","both own mother and father",37,4,35.3,NA
"3120","0","53","above average","pacific","in open country but not on a farm","31","iap","none","both own mother and father",53,0,31,NA
"3121","3","62","average","pacific","in a large city (over 250,000)","46.5","39.7","none","both own mother and father",62,3,46.5,39.7
"3122","1","61","below average","pacific","in a medium-size city (50,000-250,000)","32","87.90000000000001","iap","mother and stepfather",61,1,32,87.9
"3123","9","20","average","pacific","in a suburb near a large city","iap","35.3","none","mother only",20,9,NA,35.3
"3124","5","46","below average","pacific","in a large city (over 250,000)","iap","39.7","three","mother only",46,5,NA,39.7
"3125","2","60","average","pacific","in a medium-size city (50,000-250,000)","51.8","38.8","one","both own mother and father",60,2,51.8,38.8
"3126","1","25","average","pacific","in a small city or town (under 50,000)","iap","20.1","iap","some other female relative (no male head)",25,1,NA,20.1
"3127","3","56","average","mountain","farm","92.8","84.2","one","both own mother and father",56,3,92.8,84.2
"3128","2","68","average","mountain","in a suburb near a large city","33.9","iap","two","both own mother and father",68,2,33.9,NA
"3129","3","45","below average","mountain","in open country but not on a farm","iap","38.8","none","mother only",45,3,NA,38.8
"3130","1","47","below average","west south central","in a small city or town (under 50,000)","iap","iap","none","both own mother and father",47,1,NA,NA
"3131","1","23","average","mountain","in a medium-size city (50,000-250,000)","iap","87.3","none","mother only",23,1,NA,87.3
"3132","1","24","above average","pacific","in a medium-size city (50,000-250,000)","61.4","25.7","none","both own mother and father",24,1,61.4,25.7
"3133","3","61","below average","pacific","in a medium-size city (50,000-250,000)","53.6","iap","iap","father only",61,3,53.6,NA
"3134","3","29","above average","pacific","in a medium-size city (50,000-250,000)","84.2","77.2","none","both own mother and father",29,3,84.2,77.2
"3135","2","73","average","pacific","in a small city or town (under 50,000)","83.8","iap","four","both own mother and father",73,2,83.8,NA
"3136","4","68","average","pacific","in a small city or town (under 50,000)","57.1","iap","two","both own mother and father",68,4,57.1,NA
"3137","2","63","far below average","pacific","in a large city (over 250,000)","iap","iap","none","mother only",63,2,NA,NA
"3138","1","72","average","pacific","in a small city or town (under 50,000)","50.4","75.5","none","both own mother and father",72,1,50.4,75.5
"3139","2","43","below average","pacific","in open country but not on a farm","69.3","19.6","none","mother and stepfather",43,2,69.3,19.6
"3140","2","50","average","pacific","in a large city (over 250,000)","92.8","62.9","none","mother and stepfather",50,2,92.8,62.9
"3141","4","60","above average","pacific","in a medium-size city (50,000-250,000)","iap","21.8","iap","mother only",60,4,NA,21.8
"3142","10","68","below average","pacific","in open country but not on a farm","20.7","14","four","both own mother and father",68,10,20.7,14
"3143","0","77","below average","mountain","farm","50.4","31.9","none","other",77,0,50.4,31.9
"3144","3","53","average","pacific","in a small city or town (under 50,000)","75.2","38.8","none","both own mother and father",53,3,75.2,38.8
"3145","2","65","below average","pacific","in a suburb near a large city","iap","iap","iap","both own mother and father",65,2,NA,NA
"3146","1","45","above average","pacific","in a small city or town (under 50,000)","32","80.90000000000001","none","both own mother and father",45,1,32,80.9
"3147","3","54","above average","pacific","in a medium-size city (50,000-250,000)","53","iap","don't know","mother and stepfather",54,3,53,NA
"3148","4","84","average","new england","in open country but not on a farm","32","iap","three","both own mother and father",84,4,32,NA
"3149","3","no answer","average","pacific","farm","45.4","84.2","none","both own mother and father",NA,3,45.4,84.2
"3150","10","63","above average","pacific","in a small city or town (under 50,000)","23.3","iap","none","other",63,10,23.3,NA
"3151","1","66","above average","pacific","in a large city (over 250,000)","iap","84.5","two","mother only",66,1,NA,84.5
"3152","3","74","below average","pacific","in a small city or town (under 50,000)","31.2","39.7","none","both own mother and father",74,3,31.2,39.7
"3153","2","63","average","mountain","in a medium-size city (50,000-250,000)","46","75.5","none","both own mother and father",63,2,46,75.5
"3154","1","no answer","average","pacific","in a medium-size city (50,000-250,000)","18.6","21.6","iap","other",NA,1,18.6,21.6
"3155","3","no answer","above average","mountain","in a medium-size city (50,000-250,000)","79.40000000000001","82.5","iap","other arrangement with relatives (e.g., aunt and uncle, grandparents)",NA,3,79.4,82.5
"3156","3","73","average","pacific","in a suburb near a large city","20.7","23.8","none","both own mother and father",73,3,20.7,23.8
